1stEntity	2ndEntity	Relation	Sentence	False_Positive(x)_Checked_by_3_Annotators
mexico	cancún	/location/location/contains	beyond the seaside curtain of megahotels , theme restaurants and jam-packed beaches that have made cancún , mexico , a spring break mecca , there lies an idyllic , veiled city .	
jerusalem	yitzhak_rabin	/people/place_of_interment/interred_here	the late yitzhak_rabin called him the greatest builder of jerusalem since herod the great .	x
paul_newman	westport	/people/person/place_lived	even when i visited my upscale cousin -lrb- he 's a psychiatrist -rrb- in westport , conn. , down the road from paul_newman 's place , i felt i belonged .	x
israel	east_jerusalem	/location/country/capital	this week , the nations of the arab league revived a 2002 initiative offering israel peace and acceptance as long as it withdraws to pre-1967 territorial boundaries , accepts an independent palestine with east_jerusalem as its capital , and agrees to a solution to the problem of palestinian refugees from the 1948 war and their descendants .	x
russia	arkhangelsk	/location/location/contains	on the day in november when i first met donskoi in moscow , intrigued by the audacity of his decision to run for president of all russia , investigators raided his office up in arkhangelsk .	
christian_de_portzamparc	france	/people/person/nationality	these include french architects like the pritzker prize winner christian_de_portzamparc , who planned the zone 's masséna quarter ; paul andreu , who mapped development on the avenue de france , one of the site 's main commercial axes ; and bruno fortier , who designed the rue du chevaleret , another major artery .	x
norodom_sihanouk	norodom_sihamoni	/people/person/children	an aide said the prince , a son of the retired king , norodom_sihanouk , might seek a pardon from the current king , norodom_sihamoni , who is his brother .	x
asia	soviet_union	/location/location/contains	he also brought the orchestra into the world spotlight , taking it on its first tours of europe , asia and the soviet_union , conducting it regularly at carnegie hall , and making many recordings with it .	x
paramount_pictures	dreamworks	/business/company/founders	the stamps featured images from five films released by paramount_pictures and dreamworks .	x
cuba	havana	/location/country/capital	boquete -lrb- pronounced bo-kett-eh -rrb- boarded a shrimp boat in the port of mariel , cuba , in 1980 , when he was 25 , leaving behind one son , two marriages , a career as a diesel mechanic in havana and a jail record as a cuban army deserter -- this last credential essential , he believed , to helping him clear bureaucratic hurdles for departing cuba .	x
middle_east	iran	/location/location/contains	much of the middle_east tension stems from the sense that shiite power is growing , led by iran .	
wilbur_mills	arkansas	/people/person/place_lived	he was wilbur_mills of arkansas , not wilber .	
russian	ukraine	/people/ethnicity/geographic_distribution	we shall do everything to persuade the president of ukraine to recall his decree , '' he said , in remarks carried on russian state television . ''	x
florida	port_st._lucie	/location/location/contains	for the 45 years since its inception , port_st._lucie has often been seen as something of a florida nowheresville , a suburban city idling between the more attention-worthy municipalities of south florida -lrb- miami , fort lauderdale , palm beach -rrb- and the tourist magnet of orlando .	
washington	olympia	/location/location/contains	dear father of leslie m. cross of long island , ny , barbara cross -lrb- roy call -rrb- of cleveland heights , oh , laurie cross -lrb- gerald knorr -rrb- of seattle , washington , steven frederick cross of olympia , washington , and david brian cross -lrb- lucia bowen cross -rrb- of wilton , ct .	
middle_east	israel	/location/location/contains	op-ed contributor tom segev , a columnist for the israeli newspaper haaretz , is the author , most recently , of '' 1967 : israel , the war and the year that transformed the middle_east . ''	
israel	jerusalem	/location/country/capital	the ultimate status of jerusalem has not been decided to the satisfaction of either israel or the palestine authority .	x
germany	berlin	/location/location/contains	stadelman -- egon , p. a native of berlin , germany , adored husband of marian -lrb- nee stern -rrb- passed away peacefully in his home in riverdale at age 96 on may 27 , 2007 after suffering a stroke four and a half years ago .	
kenneth_whyte	canada	/people/person/nationality	to try to draw a distinction between mr. radler and mr. black , , two seasoned journalists in canada and the united states -- kenneth_whyte and john o'sullivan -- may be called to testify about mr. black 's merits as a man of letters and newspaper '' proprietor '' -lrb- a term he loved to use -rrb- .	
caroline_fourest	france	/people/person/nationality	one of ramadan 's fiercest critics in france , caroline_fourest , fears that he has long-term plans to challenge european secularism through religious bigotry .	
germany	berlin	/location/country/capital	spokesmen for germany and italy in washington said yesterday that they would reserve comment until the report is formally released at a news conference in berlin today .	x
memphis	graceland	/location/location/contains	the six children mr. brown acknowledged in his will want his body placed in a mausoleum on his 60-acre property just across the south carolina state line near the savannah river , an estate they hope will become a museum and memorial park akin to graceland , the home of elvis presley in memphis , which has long been a lucrative tourist attraction .	
mexico	puebla	/location/location/contains	mesón sacristía de capuchinas , puebla , mexico , 800-728-9098 ; www.mexicoboutiquehotels.com/capuchinas .	
syria	damascus	/location/country/capital	with a final stop in lisbon on friday , house speaker nancy pelosi headed home to a washington that is still ringing with complaints from senior bush officials that her stop in damascus to visit with bashar al-assad , the syrian president , bolstered the image of syria at a time when united states policy is to isolate it .	
germany	stuttgart	/location/location/contains	cerberus was the only company that we discussed '' with daimlerchrysler 's chief executive , dieter zetsche , at a four-hour meeting in stuttgart , germany , on saturday .	
Óscar_arias	costa_rica	/people/person/nationality	venezuela shut an aluminum plant in costa_rica with 400 employees last week after Óscar_arias , costa_rica 's president , criticized mr. chávez 's recently acquired power to govern by decree .	
connecticut	darien	/location/location/contains	from 1991 to 1996 working out of his studio in darien , connecticut , he exhibited at the rowayton arts center the silvermine guild and the darien council on the arts .	
iran	mashhad	/location/location/contains	mr. mashhadani , the parliamentary speaker and a sunni , is often called '' mashhadi '' -- a reference to the iranian town of mashhad , iran 's holiest shiite city .	
diana_ross	evan_ross	/people/person/children	but it 's also something much more unusual : a quiet , understated , resolutely noncartoonish african-american family drama , with a winning cast that includes queen latifah , wendell pierce -lrb- '' the wire '' -rrb- , anna deavere smith , tony rock and two of the talented offspring of diana_ross , tracee ellis ross and the teenage actor evan_ross .	x
iran	natanz	/location/location/contains	international inspectors confirmed this month that iran is equipping its uranium enrichment plant at natanz , a step that brings it closer to building an atomic bomb and brashly defies a united nations resolution passed in december .	
california	san_francisco	/location/location/contains	they twice registered as domestic partners in california , organized an elaborate commitment ceremony , and then married , ecstatically , under the watch of mayor gavin newsom of san_francisco .	
israel	jerusalem	/location/location/contains	donations in her name to : yad lakashish , lifeline for the old , 14 shivtei israel street , po box 28 , jerusalem 91000 israel .	
geoff_davis	kentucky	/people/person/place_lived	this latest insult to our troops should come as no surprise since others in the democrat leadership have declared the war lost , '' said representative geoff_davis , republican of kentucky .	
barry_sanders	wichita	/people/person/place_lived	with each team able to call a recruit only once from april 15 to may 31 and not again until sept. 1 , the coaches jostled to be seen by brown , possibly the best player from wichita since the hall of fame running back barry_sanders . ''	x
finland	turku	/location/location/contains	we spent the year of my husband 's sabbatical -lrb- 1998-99 -rrb- in turku , finland , where our 6-year-old daughter , who would have entered first grade here , was eligible only for a half-day kindergarten program .	
california	hollywood	/location/location/contains	having spent a lot of time in california , the caliber of women you get in the hollywood community -- these are models , actresses -- they 're airheads , essentially , '' he said . ''	
israel	west_bank	/location/location/contains	and to those who say that israel has respected palestinian private property since it occupied the west_bank in 1967 , mr. nusseibeh can point to his father 's 200-acre jordan valley estate seized by the israeli authorities .	
california	los_alamitos	/location/location/contains	racetracks in northern and southern california also reported positive tests , and two horses that had contracted the virus died in january at los_alamitos race course in california .	
ukraine	kiev	/location/country/capital	aleksey kolupaev , 25 , works for an internet company in kiev , ukraine , and in his spare time , with his friend juriy ogijenko , he develops and sells software that can thwart captchas by analyzing the images and separating the letters and numbers from the background noise .	x
paul_adelstein	chicago	/people/person/place_of_birth	and as kellerman , paul_adelstein is getting an acting challenge rivaling those of his chicago theater days , when he played roles like a mental-asylum patient cast as a rabble-rousing ex-priest in '' marat\/sade . ''	x
alex_rodriguez	washington_heights	/people/person/place_of_birth	every time alex_rodriguez walks to the plate at yankee stadium , the smooth voice of mims , a rapper from washington_heights , serenades him for each step and for each practice swing . ''	x
chapel_hill	carolina_inn	/location/location/contains	the rev. miles m. fisher iv , a baptist minister , is to officiate at the carolina_inn in chapel_hill , n.c. the bride , 28 , is a production manager for the web site of vh1 in new york .	
syria	damascus	/location/country/administrative_divisions	according to syrian news reports at the time , he warned damascus of what he said were israeli plans to attack syria in order to restore israel 's deterrent capability .	
middle_east	israel	/location/location/contains	the debate about the israeli occupation '' will shape the future of israel ; it may also determine the prospects for peace in the middle_east -- and perhaps the world . ''	
donald_m._payne	newark	/people/person/place_lived	the paynes are considered political royalty in newark , holding seats not only in congress but also in the state legislature : donald payne jr. , the son of donald_m._payne , sits on newark 's municipal council and a cousin , phil thigpen , is the essex county democratic chairman .	x
bangkok	thailand	/location/administrative_division/country	american companies would be largely exempt from this rule because of a treaty with thailand that dates to the vietnam war , said kitipong urapeepatanapong , a partner at baker & mckenzie in bangkok . ''	x
france	paris	/location/country/capital	france honors clint eastwood clint eastwood , 76 , below , had a good day at the Élysée palace in paris on saturday , when president jacques chirac of france inducted him as a knight in the legion of honor , the associated press reported .	x
new_york_city	staten_island	/location/location/contains	a new_york_city police detective was acquitted yesterday of some of the most serious charges relating to a 2004 off-duty car accident on staten_island in which he was accused of driving drunk and injuring two women in another car .	
new_york_city	rikers_island	/location/location/contains	the organization recently began holding a weekly outreach workshop at island academy , the new_york_city alternative high school on rikers_island , where it is now trying to encourage young inmates to take its van directly to its offices upon their release .	
milan_kundera	paris	/people/person/place_lived	not surprisingly , then , reading '' the curtain '' is like spending a long desultory afternoon into the evening sitting over coffee and cigarettes in a pleasant cafe listening to milan_kundera hold forth on history , literature , music , politics , large countries versus small , east versus west , the lyric versus the novelistic , paris versus prague and so on into the night .	x
france	paris	/location/country/administrative_divisions	a memorial is planned at a later date in paris , france .	
france	paris	/location/location/contains	mr. williams went to paris that same year for his honeymoon and decided to live in france and later switzerland .	
connecticut	greenwich	/location/location/contains	connecticut , which recently strengthened its anti-bullying law , has seen a spate of suits in greenwich , berlin and stonington . ''	x
torah_bright	australia	/people/person/nationality	jamie anderson , a 16-year-old californian , won the women 's final , followed by torah_bright of australia and jenny jones of britain .	
ian_paisley	northern_ireland	/people/person/nationality	this year , he and mr. blair participated in brokering a deal between the leaders of northern_ireland 's dominant rival groups , gerry adams of sinn fein and the protestant leader , the rev. ian_paisley , who agreed to form a joint administration for the british-ruled province on may 8 .	x
carlos_slim_helú	américa_móvil	/business/person/company	at&t owns about 9 percent of américa_móvil , which is controlled by the mexican billionaire carlos_slim_helú . ''	
howard_schultz	starbucks	/business/person/company	it 's a new world now , '' mr. mccartney , the former beatle , said yesterday during a video chat with howard_schultz , starbucks 's chairman , conducted in front of thousands of people attending the shareholders ' meeting . ''	
berkshire_hathaway	warren_buffett	/business/company/major_shareholders	11 p.m. (13) charlie rose -- mr. rose talks with warren_buffett , chief executive of berkshire_hathaway .	
india	bihar	/location/country/administrative_divisions	in 2004 , the last major flood , the death toll stood at 351 in bihar state , which is home to this village and many others sitting on some of the most vulnerable floodplains in india .	
tucson	university_of_arizona	/location/location/contains	george zoritch , in his youth an adonis the ballets russes alumnae still rhapsodize about , ended his career on the dance faculty at the university_of_arizona in tucson . ''	
france	paris	/location/location/contains	his interrogation led to arrests in algeria , italy and france , where mr. majrar 's associates were quickly linked to an attempted robbery of 5 million euros at an armored car depot in beauvais , north of paris .	x
thailand	krabi	/location/location/contains	another branch of jia is to open in krabi , thailand , next year .	
octavio_paz	mexico_city	/people/deceased_person/place_of_death	lima goes to nicaragua , and disappears there ; two years later he has returned to mexico_city , and is glimpsed by the secretary of octavio_paz .	x
paris	france	/location/administrative_division/country	within days , she jetted off to paris , where she performed on '' hit machine , '' france 's answer to '' t.r.l. '' currently , she is preparing for a spring tour of africa and dubai , and making inroads toward recording a follow-up to '' cassie '' in new york . ''	x
google	eric_e._schmidt	/business/company/major_shareholders	eric_e._schmidt , google 's chief executive , discussed the implications of this '' emergent new software applications architecture '' in a meeting with computer scientists in washington last fall . ''	
juliet_b._schor	boston_college	/business/person/company	the idea of recreational shopping is not new , '' said juliet_b._schor , a professor of sociology at boston_college and author of '' born to buy : the commercialized child and the new consumer culture '' -lrb- scribner -rrb- . ''	
anne_m._mulcahy	xerox	/business/person/company	anne_m._mulcahy , chief executive of xerox , faced the possibility of a company bankruptcy filing in 2001 and described how she felt : '' around 8:30 p.m. on my way home , i pulled over to the side of the merritt parkway and said to myself , ` i do n't know where to go .	
götz_aly	germany	/people/person/nationality	the provocative power of götz_aly 's '' hitler 's beneficiaries , '' available in this fine english translation after having created a fierce debate in germany , is that it seeks to move beyond each of these explanations .	x
ontario	toronto	/location/location/contains	last year , 13 muslim men and five youths were arrested in the toronto area in connection with a suspected plot to attack several targets in southern ontario .	x
lorena_ochoa	mexico	/people/person/nationality	when lorena_ochoa left mexico seven years ago to attend college in the united states , she gave up a cocoon of familiarity for long bouts of homesickness .	
israel	jerusalem	/location/location/contains	the delay will also ensure that mr. abbas 's meeting in jerusalem with prime minister ehud olmert of israel , scheduled for tomorrow , can go ahead .	x
berlin	germany	/location/administrative_division/country	-lrb- an exhibition under construction in germany will split the difference , presenting all the episodes simultaneously in separate screening rooms arranged around a space resembling a berlin apartment-house courtyard -rrb- .	
iowa	spirit_lake	/location/location/contains	the catch is that spirit_lake gets steady winds off buffalo ridge , which funnels them through western minnesota and northwestern iowa .	x
middle_east	lebanon	/location/location/contains	lebanon revokes journalist 's visa -lrb- by the new york times -rrb- beirut , march 29 -- lebanon has revoked the visa it had granted an israeli journalist traveling with mr. ban on his current middle_east tour , and she was unable to accompany the united nations party to beirut on thursday night .	
brad_grey	paramount_pictures	/business/person/company	in december , brad_grey , the chairman of paramount_pictures , stood up and greeted the celebrity-packed crowds at the premiere of '' dreamgirls '' in los angeles and new york .	
boston	massachusetts_general_hospital	/location/location/contains	the bridegroom is a second-year fellow in infectious disease at massachusetts_general_hospital and brigham and women 's hospital in boston .	x
marne	france	/location/administrative_division/country	here are the familiar and , more interestingly , some less familiar , shots of crowds in hyde park in london at george vi 's coronation , of picnickers on the banks of the marne in france and whores in valencia , spain .	
iowa	waverly	/location/location/contains	it is wartburg college in waverly , iowa , not the university of wisconsin-river falls .	
ireland	northern_ireland	/location/location/contains	the irish republican army , an ally of sinn fein , fought the northern_ireland police and the british army in a military campaign to unite ireland until an i.r.a. cease-fire in 1994 .	x
middle_east	israel	/location/location/contains	investigating his client 's connections , he winds up in israel , where he gets deeper in touch with his own jewish heritage and finds himself at the center of a case that threatens to send the middle_east -- if not the entire world -- spiraling into chaos .	
howie_dickenman	connecticut	/people/person/place_lived	it is a motivational idea by howie_dickenman , who has been the blue devils ' coach for the last 11 years after a long tenure as an assistant under jim calhoun at connecticut .	
jeffrey_a._citron	vonage	/business/person/company	we are now five months into 2007 and , needless to say , it 's been a very challenging year , '' jeffrey_a._citron , vonage 's chairman and interim chief executive , said in a conference call with analysts . ''	
mitch_mcconnell	kentucky	/people/person/place_lived	despite the decision by many members of his party to break with the white house over the troop increase , the republican leader in the senate , mitch_mcconnell of kentucky , said he would use parliamentary tactics to try to thwart the democratic effort to adopt the senate resolution opposing the plan .	
chuck_hagel	nebraska	/people/person/place_lived	two republicans , senators chuck_hagel of nebraska and gordon smith of oregon , joined 49 democrats in backing the bill , which totaled $ 123 billion when money for gulf coast hurricane relief , agricultural aid and other domestic projects was added .	
russian	russia	/people/ethnicity/geographic_distribution	in 2006 , the federal security service accused four british diplomats of communicating with russian agents using a device disguised as a rock , though russia chose not to expel them , as is standard practice in cases of suspected espionage .	
hrant_dink	armenia	/people/person/nationality	a7 turkey and armenia reach out the killing of hrant_dink , an armenian-turkish editor , and the sorrow it has generated are leading to rare gestures between turkey and armenia , historic enemies .	x
john_mccain	american	/people/person/ethnicity	to the editor : re '' senators regret remarks on troops '' -lrb- news article , march 2 -rrb- : so senator john_mccain and senator barack obama have both apologized for saying that american lives have been '' wasted '' in battle .	
washington	seattle	/location/location/contains	for $ 1.7 million , washington converted a warehouse in seattle into a home for men on conditional release .	
louisiana	barksdale_air_force_base	/location/location/contains	nick welch will head to barksdale_air_force_base in louisiana for a three-year maintenance program for b-52 bombers .	
lackawanna_county	scranton	/location/us_county/county_seat	the decision by lackawanna_county to funnel a half million dollars of its arts and culture budget into a low-budget film by a first-time feature director is not without critics in scranton . ''	
vermont	pico_peak	/location/location/contains	i could go back even further to those precambrian times in the 1950s , when my mittens were connected by strings and dad was stemming down bromley mountain in vermont in leather lace-up boots and aluminum skis as long as rain gutters , or that time before i was born when he was a young reporter at the rutland herald , writing stories like the one about the local dog who tried three times to commit suicide , and he got to ski free at pico_peak -- dad , not the dog -- because the company that ran the lifts liked reporters ... and now here he was , on a holiday from a house in north carolina where if you did n't pull a cord in the morning , a medical swat team would burst through the door , greasing defibrillator paddles .	x
south_korea	seoul	/location/country/administrative_divisions	the t2x , the hit of the 2005 seoul auto show , was designed by another australian , max wolff , with a team at the g.m.-owned daewoo auto and truck advanced design studio in inchon , south_korea .	x
israel	jerusalem	/location/country/capital	he traveled to jerusalem in 2003 to dedicate a health center at hadassah university medical center to his mother , and then began thinking about what he could do to honor his father in israel as well .	x
khosla_ventures	vinod_khosla	/business/company/founders	range fuels is partly financed by khosla_ventures , the silicon valley venture capital firm run by vinod_khosla , an influential voice on ethanol in washington .	
france	marne	/location/country/administrative_divisions	here are the familiar and , more interestingly , some less familiar , shots of crowds in hyde park in london at george vi 's coronation , of picnickers on the banks of the marne in france and whores in valencia , spain .	
google	eric_e._schmidt	/business/company/major_shareholders	on the other hand , mr. brin and mr. page recruited a tech-industry veteran , eric_e._schmidt , born in 1955 , to run google 's day-to-day business while they come up with ways to make their brainchild pay .	
florida	boca_raton	/location/location/contains	relatives and friends are invited to attend arthur 's life celebration service at kraeer funeral home at 1353 north federal highway , boca_raton , florida on tuesday , may 29 , 2007 from 2:00 pm to 4:00 pm .	
india	aldona	/location/location/contains	spread across 140 acres along a wooded ridge on the edge of the water some 11 miles from aldona , aldeia de goa , a lavish gated community , bears little resemblance to the rest of india .	
haleh_esfandiari	iran	/people/person/nationality	a8 iran denies access to scholar swiss diplomats seeking to visit haleh_esfandiari , a prominent iranian-american academic jailed in iran , have not been given access to her , the woodrow wilson international center for scholars said .	x
washington_post_company	donald_e._graham	/business/company/major_shareholders	yesterday , mr. sulzberger received support when donald_e._graham , the chairman and chief executive of the washington_post_company , urged investors to support the times company .	
bangkok	thailand	/location/administrative_division/country	expatriate friends of mine wrote that bangkok seemed normal , and they planned to spend new year 's day engaged in one of thailand 's favorite activities , cellphone shopping .	
tommy_thompson	wisconsin	/people/person/place_lived	a former wisconsin governor , tommy_thompson , who has been acquainting himself with iowa republicans on many weekend trips this year , held his first rally as an official candidate .	
king_county	seattle	/location/location/contains	for the area of king_county east of lake washington , where bellevue is located , the median household income was $ 82,228 last year , versus $ 57,378 in seattle , according to scarborough research , a consumer research firm .	x
south_africa	cape_town	/location/location/contains	cape_town is peacefully discussing the renaming of dozens of places after modern south_africa figures .	
ukraine	kiev	/location/location/contains	so far , he said , one of his biggest sales has been to the new hyatt regency hotel in kiev , ukraine .	
germany	wiesbaden	/location/location/contains	mr. williams became a prominent part of the european faction of the fluxus movement when its first performance festival took place in wiesbaden , germany , in 1962 .	
grameen_bank	muhammad_yunus	/business/company/founders	on sunday , though , there was a significant shift of the tectonic plates of bangladeshi politics as muhammad_yunus , the founder of a microfinance empire known as the grameen_bank and the winner of the 2006 nobel peace prize , announced that he would start a new party and step into the electoral fray . ''	
mexico	allende	/location/location/contains	mr. bolaño grew up in mexico and returned to chile out of enthusiasm for the allende government , only to be briefly imprisoned after it was overthrown .	
sanath_jayasuriya	sri_lanka	/people/person/nationality	there was good old sanath_jayasuriya , the 37-year-old left-handed batsman for sri_lanka , walloping the hard ball rising off the slippery grass , sending seven shots over the fences , a home run to us , a six to cricket fans .	
warren_buffett	berkshire_hathaway	/business/person/company	it is n't omaha , it is n't warren_buffett and it is n't berkshire_hathaway -- but it 's mighty close .	x
chicago	field_museum_of_natural_history	/location/location/contains	in this episode dr. bruce patterson of the field_museum_of_natural_history in chicago tries to capture and fit a young male lion with a g.p.s. collar in order to reveal some of the animals ' secrets and rid them of their bad reputation .	
jordan	amman	/location/country/capital	king abdullah ii of jordan met thursday in amman with dalia itzik , israel 's acting president and leader of parliament , urging israel to adopt the saudi plan as the '' foundation for negotiations . '' ''	x
israel	jerusalem	/location/country/capital	the initiative offers israel recognition and permanent peace with the arab states in exchange for israel 's withdrawal from lands captured in the 1967 middle east war , and the creation of a palestinian state with a capital in jerusalem .	x
rudy_giuliani	new_york_city	/people/person/place_lived	the thing i like about rudy_giuliani is that in new_york_city he demonstrated he was willing to try big things , '' mr. forbes said .	x
california	san_francisco	/location/location/contains	now other california restaurants , like nopa in san_francisco , are following suit .	
norway	oslo	/location/country/administrative_divisions	the proposed city has its share of crime , mostly confined to '' mafia -lrb- or one unopened packet of cigarettes -rrb- , '' a one-room show imported from standard -lrb- oslo -rrb- , a gallery in norway .	
amitabh_bachchan	abhishek_bachchan	/people/person/children	with : abhishek_bachchan -lrb- rikki thukral -rrb- , preity zinta -lrb- alvira khan -rrb- , lara dutta -lrb- anaida -rrb- , bobby deol -lrb- steve -rrb- and in a special appearance , amitabh_bachchan .	x
israel	west_bank	/location/location/contains	those who favor some jordanian involvement argue that in the west_bank , at least , jordan could help , especially because american and european troops are unlikely to risk policing a border or boundary with israel .	x
ian_paisley	northern_ireland	/people/person/nationality	asked about the prospect of irish reunification , he cited ian_paisley , the unionist leader in northern_ireland and a staunch opponent of the republican cause : '' ian_paisley is one of the best agents the i.r.a. ever had .	
eric_e._schmidt	google	/business/person/company	on the other hand , mr. brin and mr. page recruited a tech-industry veteran , eric_e._schmidt , born in 1955 , to run google 's day-to-day business while they come up with ways to make their brainchild pay .	
damascus	syria	/location/administrative_division/country	avi dichter , a former shin bet director and now public security minister , said that khaled meshal , the political director of hamas who is in exile in damascus , syria , would not be immune from israeli attack . ''	
california	san_francisco	/location/location/contains	but senator dianne feinstein , democrat of california , said that ms. lam and kevin v. ryan , the united states attorney from san_francisco , among others , were being pushed out '' without cause . ''	x
kensington	kensington_high_street	/location/location/contains	foreigners have always been drawn to kensington -- by its museums , including the natural history museum and the victoria and albert ; by its proximity to hyde park ; and by the many restaurants and specialty stores lining kensington_high_street .	
russian	russia	/people/ethnicity/geographic_distribution	addressing tensions between europe and russia over energy exports , mr. putin said 26 percent of russian oil was extracted by foreign companies .	
evo_morales	bolivia	/people/person/nationality	a8 more criticism for evo_morales political opponents of president evo_morales of bolivia have stepped up criticism of the country 's strengthening military relationship with venezuela after that more than two dozen uniformed members of the venezuelan military had recently entered the country without congressional approval .	
france	paris	/location/country/capital	his interrogation led to arrests in algeria , italy and france , where mr. majrar 's associates were quickly linked to an attempted robbery of 5 million euros at an armored car depot in beauvais , north of paris .	x
israel	jerusalem	/location/location/contains	she held talks with prime minister ehud olmert of israel early monday in jerusalem , a day after a session with the palestinian authority president , mahmoud abbas , in the west bank city of ramallah . ''	
canada	ontario	/location/location/contains	spencer 's mercantile -lrb- 905-525-6303 or mrsmcleans.com -rrb- , a company in hamilton , ontario , canada , sells handcrafted replicas of historic drums .	
france	paris	/location/country/administrative_divisions	nancy victoria lichterman , the daughter of marizon posas-lichterman of manhattan and the late monroe a. lichterman , was married on friday to gregory bret , the son of dominique lesaffre of le cap bénat , france , and jean-luc bret of paris .	x
mexico	guadalajara	/location/location/contains	celebrating its 75th-anniversary season , the royal ballet of britain will tour mexico for the first time in 30 years , visiting mexico city , guadalajara and puebla from june 14 to 30 with kenneth macmillan 's '' romeo and juliet , '' ninette de valois 's '' coppélia '' and a mixed program .	
puebla	mexico	/location/administrative_division/country	mr. jimenez , the chef and an owner of xochitl in philadelphia , immigrated from puebla , mexico , nine years ago .	
kathryn_johnston	atlanta	/people/deceased_person/place_of_death	in court documents , prosecutors said atlanta police officers regularly lied to obtain search warrants and fabricated documentation of drug purchases , as they had when they raided the home of the woman , kathryn_johnston , in november , killing her in a hail of bullets .	x
jessica_sierra	tampa	/people/person/place_of_birth	` idol ' finalist arrested jessica_sierra , one of the top 10 finalists on '' american idol '' in 2005 , was arrested early yesterday in tampa , fla. , on a felony battery charge , the associated press reported .	x
italy	umbria	/location/location/contains	under the leadership of his son tyrrhenus , the emigrating lydians built ships , loaded all the stores they needed , and sailed from smyrna -lrb- now the turkish port of izmir -rrb- until reaching umbria in italy .	
israel	jerusalem	/location/location/contains	that is followed by a different re-enactment : in 1980 two boys exploring a building excavation site in the east talpiot , a jerusalem neighborhood built on land annexed by israel after the 1967 war , stumble on a crypt .	
seyyed_hossein_nasr	george_washington_university	/business/person/company	i am not apologetic about why the koran says this , '' said seyyed_hossein_nasr , an islamic scholar who teaches at george_washington_university .	
israel	west_bank	/location/location/contains	the militant wounded saturday in the west_bank , mr. zubeidi , has been on israel 's '' most wanted '' list for years and claims to have survived numerous assassination attempts .	x
israel	west_bank	/location/location/contains	israel has rejected the idea of expanding the cease-fire to the west_bank until it is properly carried out in gaza .	x
germany	hanover	/location/location/contains	the play between postmodernism and modernism enters here in both the title of the work -- which comes from the original name for kurt schwitters 's '' merzbau , '' the famous proto-installation mr. schwitters erected in his house in hanover , germany , featuring found and created objects and called '' the cathedral of erotic misery '' -- and those easily missed cardboard prisms on the ceiling in the basement , which mimic some of the interior architectural configurations in '' merzbau . ''	
asia	malaysia	/location/location/contains	then -- 25 million to 75 million years from now -- australia moves north , slamming into indonesia and malaysia before pirouetting counterclockwise to smash into the philippines and then asia , eventually merging with it .	x
james_r._thompson	chicago	/people/person/place_of_birth	ex-governor testifies conrad m. black and other hollinger international executives improperly diverted more than $ 15 million to a holding company mr. black controlled , former gov. james_r._thompson of illinois told jurors in chicago .	x
david_dewhurst	houston	/people/person/place_of_birth	as the rancor grew , the office of lt. gov. david_dewhurst , a republican , released an open letter insulting the dean of the senate , john whitmire , a houston democrat -lrb- and a hunting buddy of mr. dewhurst . -rrb-	x
stephen_g._post	case_western_reserve_university	/business/person/company	except for sociopaths , humans are built to feel and act out of empathy , said stephen_g._post , a professor of bioethics at case_western_reserve_university 's medical school and co-author of '' why good things happen to good people , '' scheduled to be published in may .	
italy	reggio_emilia	/location/location/contains	the fossil , found in slovenia a century ago , is described in the journal of vertebrate paelontology by alessandro palci of the university of modena and reggio_emilia in italy and michael w. caldwell of the university of alberta in canada .	
israel	jerusalem	/location/country/capital	when the israelis and palestinians held their last round of full-fledged peace talks in january 2001 , the two sides discussed a plan to make jerusalem 's jewish neighborhoods part of israel , and the city 's arab neighborhoods part of a future palestinian state -- a sharp break from israel 's insistence that all of jerusalem remain part of israel 's '' eternal , undivided capital . ''	
paris	musée_national_d'art_moderne	/location/location/contains	traveling from the centre pompidou , musée_national_d'art_moderne in paris , this comprehensive review of the artist 's drawings from the mid-1960s till now includes more than 70 works on paper .	
new_york_city	staten_island	/location/location/contains	ms. ukeles , a longtime artist in residence at the former fresh kills landfill on staten_island , presents a six-channel video piece combining actual footage of the landfill with interviews with city officials and biologists now working on the environmental restoration of the 2,200-acre site , which for 50 years was a dumping ground for new_york_city 's garbage .	
ehud_olmert	israel	/people/person/nationality	with the palestinians fighting among themselves , a new escalation in gaza and israel 's prime minister , ehud_olmert , searching for an agenda , israelis ' thoughts are turning toward -- syria .	
jeffrey_r._immelt	general_electric	/business/person/company	g.e. maps its future -- jeffrey_r._immelt , chairman of general_electric , has designated some fields as promising areas for the company , and jettisoned some others seen as slow-growers .	
florida	st._lucie	/location/location/contains	the real estate market though prices have risen sharply in recent years , real estate agents and developers still talk up port st._lucie as a florida bargain .	
alaska	wasilla	/location/location/contains	during a recent conversation with mr. sinise , i kept thinking of the many wounded soldiers and marines i 've interviewed since the war in iraq began -- courageous individuals like sgt. eugene simpson jr. , a former athlete from dale city , va. , who was paralyzed when his spinal cord was severed in a roadside bombing ; and sgt. tyler hall , a baby-faced 23-year-old tough guy from wasilla , alaska , who made wisecracks about the bomb attack that shattered part of his face , broke his arm and three bones in his back , and caused him to lose his left leg below the knee . ''	
israel	west_bank	/location/location/contains	carter rightly accuses menachem begin , then israel 's prime minister , of deception regarding the expansion of west_bank settlements .	x
paris	france	/location/administrative_division/country	sofitel baltimore paris , 88 bis avenue kleber ; paris , france ; 331-4434-5454 ; www.sofitel.com .	
